User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004064,P00258742,M,46-50,0,A,1,1,5,,,8765
1004064,P00344342,M,46-50,0,A,1,1,8,14,,5962
1004064,P00244242,M,46-50,0,A,1,1,1,2,15,4026
1004066,P00302742,M,26-35,0,C,2,0,8,,,5896
1004070,P00073642,M,26-35,15,C,2,0,8,,,8082
1004070,P00245642,M,26-35,15,C,2,0,5,11,12,5160
1004077,P00151742,F,36-45,2,A,3,0,8,15,16,6202
1004077,P00262542,F,36-45,2,A,3,0,5,8,,7189
1004079,P00198142,M,36-45,17,B,3,1,2,4,9,16052
1004082,P00216142,M,26-35,20,B,4+,0,1,16,,15490
1004083,P00088542,M,55+,14,A,0,0,5,12,14,8721
1004083,P00190042,M,55+,14,A,0,0,3,4,5,10714
1004085,P00010242,F,26-35,6,A,1,0,5,,,6998
1004086,P00190942,F,0-17,10,B,2,0,3,4,,13310
1004086,P00061342,F,0-17,10,B,2,0,3,4,12,8137
1004087,P00269542,M,0-17,4,C,1,0,11,15,,3083
1004088,P00142942,M,26-35,3,B,4+,1,1,2,16,11947
1004090,P00177142,M,55+,6,C,1,1,8,13,,7962
1004090,P00200142,M,55+,6,C,1,1,16,,,12394
1004090,P00113342,M,55+,6,C,1,1,1,8,17,15360
1004091,P00052842,M,26-35,17,A,2,1,10,15,,23368
1004093,P00319042,M,26-35,4,C,2,0,5,,,7125
1004094,P00334242,M,26-35,17,C,3,0,1,8,,15475
1004099,P00100642,M,36-45,17,C,0,0,5,15,,7017
1004102,P00129042,M,0-17,10,C,1,0,1,11,,7632
1004104,P00272142,M,18-25,16,C,1,0,8,,,9742
1004107,P00216142,F,26-35,0,B,1,0,1,16,,19516
1004107,P00143642,F,26-35,0,B,1,0,1,2,6,11783
1004107,P00194442,F,26-35,0,B,1,0,5,,,8758
1004107,P00081142,F,26-35,0,B,1,0,6,8,14,20259
1004107,P00207742,F,26-35,0,B,1,0,5,14,,3647
1004112,P00269342,M,46-50,18,B,3,1,2,3,4,13204
1004112,P00120342,M,46-50,18,B,3,1,5,17,,8840
1004115,P00118442,M,26-35,15,B,1,0,1,2,,11998
1004115,P00329242,M,26-35,15,B,1,0,5,14,,3578
1004118,P00274042,M,26-35,3,C,3,0,1,,,15898
1004122,P00223542,M,18-25,19,C,4+,0,1,8,17,15438
1004126,P00338442,M,26-35,17,B,1,0,1,16,,11915
1004126,P00362642,M,26-35,17,B,1,0,8,18,,5939
1004127,P00267342,M,51-55,17,B,1,1,1,2,5,15606
1004127,P00000242,M,51-55,17,B,1,1,2,4,9,13061
1004137,P00251942,M,26-35,7,C,1,0,1,2,5,4335
1004140,P00117442,M,26-35,0,B,4+,0,5,14,,7147
1004140,P00163342,M,26-35,0,B,4+,0,6,8,,12386
1004141,P00003442,M,36-45,17,B,2,0,4,5,8,2775
1004141,P00037342,M,36-45,17,B,2,0,8,11,,5867
1004148,P00300642,F,36-45,7,C,3,0,5,14,,6925
1004148,P00237542,F,36-45,7,C,3,0,1,15,16,19366
1004152,P00212342,M,26-35,14,C,1,1,8,,,2276
1004156,P00029542,M,55+,20,B,1,0,1,2,18,11544
1004162,P00332442,F,26-35,14,B,3,0,16,,,16831
1004162,P00146742,F,26-35,14,B,3,0,1,13,14,15781
1004165,P00209142,F,26-35,14,A,1,0,5,8,,8664
1004168,P0097742,F,46-50,6,C,4+,1,8,,,9934
1004171,P00170442,M,55+,16,C,2,1,5,,,6986
1004171,P00259142,M,55+,16,C,2,1,5,,,8657
1004175,P00227842,M,36-45,0,C,1,0,2,5,,10072
1004179,P00217742,F,36-45,20,C,3,1,5,14,,7189
1004179,P00200642,F,36-45,20,C,3,1,10,16,,23313
1004181,P00231342,F,26-35,7,C,2,0,5,8,14,6960
1004183,P00069242,M,26-35,1,B,4+,0,8,11,,4043
1004183,P00040542,M,26-35,1,B,4+,0,8,,,5987
1004186,P00049942,M,26-35,7,B,1,1,11,15,,4472
1004186,P00277542,M,26-35,7,B,1,1,1,6,15,4402
1004186,P00045542,M,26-35,7,B,1,1,5,14,,5214
1004186,P00015342,M,26-35,7,B,1,1,2,4,,9987
1004188,P00090942,M,51-55,7,C,3,0,1,2,14,15833
1004188,P00065242,M,51-55,7,C,3,0,2,3,4,3621
1004194,P00012142,M,18-25,4,C,1,1,5,,,7094
1004194,P00170642,M,18-25,4,C,1,1,5,8,,5374
1004196,P00319642,M,36-45,14,C,1,1,6,,,12205
1004199,P00288042,F,26-35,9,C,2,0,8,,,7973
1004207,P00120442,M,36-45,1,C,4+,0,8,,,5895
1004207,P00014842,M,36-45,1,C,4+,0,1,2,5,15446
1004208,P00029442,F,36-45,0,C,0,0,8,14,,3967
1004209,P00216342,M,55+,0,C,1,0,3,4,5,3104
1004209,P00224242,M,55+,0,C,1,0,8,,,8027
1004209,P00214142,M,55+,0,C,1,0,8,,,7906
1004213,P00183242,M,36-45,7,B,4+,0,5,15,,6969
1004213,P00313842,M,36-45,7,B,4+,0,1,2,17,19460
1004215,P00119442,M,26-35,7,A,2,0,5,,,6890
1004215,P00121642,M,26-35,7,A,2,0,5,14,,8884
1004215,P00319042,M,26-35,7,A,2,0,5,,,8625
1004215,P00184642,M,26-35,7,A,2,0,8,14,,5949
1004221,P00085342,M,36-45,4,C,2,1,10,13,,23757
1004223,P00050342,F,36-45,17,A,2,0,5,8,17,5358
1004223,P00126642,F,36-45,17,A,2,0,8,,,6074
1004224,P00274242,F,46-50,1,C,1,1,1,,,15631
1004225,P00150342,F,26-35,3,A,4+,0,8,14,,4167
1004227,P00185842,M,26-35,19,A,0,0,4,5,15,1491
1004227,P00254842,M,26-35,19,A,0,0,5,13,,5176
1004227,P00274242,M,26-35,19,A,0,0,1,,,19552
1004227,P00034542,M,26-35,19,A,0,0,8,,,5981
1004227,P00232142,M,26-35,19,A,0,0,11,,,1531
1004227,P00332842,M,26-35,19,A,0,0,4,5,,788
1004227,P00352542,M,26-35,19,A,0,0,1,17,,4255
1004231,P00059442,F,51-55,18,C,4+,0,6,8,16,12055
1004236,P00002442,F,26-35,3,C,4+,1,8,15,,5868
1004237,P00117942,M,26-35,14,C,4+,1,5,15,,7164
1004237,P00223942,M,26-35,14,C,4+,1,5,8,,5307
1004238,P00249542,M,36-45,16,B,3,0,1,5,15,15586
1004238,P00266142,M,36-45,16,B,3,0,5,11,,5373
1004238,P00253542,M,36-45,16,B,3,0,8,,,6014
1004238,P00183742,M,36-45,16,B,3,0,4,5,18,1430
1004238,P00183542,M,36-45,16,B,3,0,4,5,,1422
1004238,P00323642,M,36-45,16,B,3,0,8,,,7832
1004238,P00115942,M,36-45,16,B,3,0,8,17,,9922
1004243,P00149442,M,55+,7,C,2,1,1,8,16,15813
1004245,P00244042,M,51-55,12,C,3,0,1,2,15,8131
1004247,P00050642,M,26-35,4,B,0,1,15,16,,12642
1004248,P00261142,M,26-35,4,C,1,0,1,17,,11921
1004250,P00070042,F,51-55,0,C,4+,1,1,2,16,19639
1004252,P00138442,F,36-45,3,B,3,0,1,2,16,4345
1004253,P00345842,M,46-50,11,B,0,0,2,8,14,13072
1004257,P00130842,M,51-55,16,C,2,1,5,14,,5246
1004257,P00020242,M,51-55,16,C,2,1,8,14,,5977
1004259,P00265242,M,36-45,17,C,1,0,5,8,,8670
1004263,P00129542,M,26-35,7,C,4+,0,8,14,,3926
1004264,P00153642,M,46-50,1,C,1,1,8,,,9723
1004265,P00281542,M,26-35,12,C,1,0,5,,,8841
1004265,P00127242,M,26-35,12,C,1,0,1,16,,11691
1004265,P00032042,M,26-35,12,C,1,0,1,2,15,15496
1004265,P00074142,M,26-35,12,C,1,0,3,4,12,10697
1004265,P00255842,M,26-35,12,C,1,0,16,,,20438
1004277,P00197942,M,36-45,16,A,0,0,6,11,,20416
1004277,P00277642,M,36-45,16,A,0,0,2,3,10,16452
1004277,P00286542,M,36-45,16,A,0,0,8,,,5847
1004277,P00232442,M,36-45,16,A,0,0,5,,,6885
1004277,P00183842,M,36-45,16,A,0,0,4,9,12,2853
1004279,P00187842,M,26-35,16,B,1,0,1,16,,15405
1004280,P00216342,M,36-45,17,C,2,0,3,4,5,11033
1004284,P00198742,M,51-55,7,B,1,0,1,2,11,15398
1004284,P00053942,M,51-55,7,B,1,0,1,2,5,11968
1004285,P00221642,M,36-45,0,B,3,0,5,15,,7023
1004291,P00111142,M,36-45,14,A,1,0,1,15,16,19511
1004294,P00077042,M,0-17,10,C,0,0,5,,,3740
1004298,P00218742,F,18-25,14,C,1,0,5,,,5432
1004303,P00226742,M,26-35,2,B,3,0,11,,,1486
1004305,P00032942,F,46-50,17,B,1,1,15,16,,16653
1004305,P00063342,F,46-50,17,B,1,1,1,2,9,15229
1004305,P00214342,F,46-50,17,B,1,1,5,,,5338
1004309,P00262242,M,26-35,0,C,3,0,1,11,16,19704
1004310,P00118042,M,26-35,4,C,2,1,8,,,9985
1004310,P00122442,M,26-35,4,C,2,1,1,11,15,12100
1004311,P00322942,M,51-55,13,B,0,0,2,8,16,16459
1004312,P00180342,M,26-35,18,A,0,1,11,,,5959
1004312,P00110542,M,26-35,18,A,0,1,8,,,8055
1004312,P00058042,M,26-35,18,A,0,1,8,16,,9884
1004312,P00139742,M,26-35,18,A,0,1,8,16,,4209
1004312,P00244042,M,26-35,18,A,0,1,1,2,15,11554
1004322,P00266842,F,51-55,6,B,1,0,5,,,5229
1004327,P00345642,M,36-45,17,B,1,0,1,15,16,15534
1004328,P00319942,M,51-55,3,C,1,1,1,8,,11916
1004328,P00218142,M,51-55,3,C,1,1,1,2,,7951
1004329,P00318742,F,26-35,14,B,0,1,1,8,,15521
1004335,P00129242,M,36-45,0,B,3,0,5,,,7084
1004335,P00212142,M,36-45,0,B,3,0,8,,,6045
1004335,P00105442,M,36-45,0,B,3,0,11,,,6023
1004337,P00193842,M,18-25,20,C,4+,0,11,16,,7593
1004342,P00031042,M,26-35,0,C,2,1,8,,,9909
1004343,P00250342,M,26-35,12,C,1,1,16,,,16924
1004344,P00357642,M,26-35,1,A,4+,0,5,,,7086
1004344,P00180442,M,26-35,1,A,4+,0,11,,,4512
1004344,P00259842,M,26-35,1,A,4+,0,1,14,16,11479
1004344,P00196642,M,26-35,1,A,4+,0,8,14,,3948
1004344,P00233642,M,26-35,1,A,4+,0,1,15,,11893
1004344,P00210942,M,26-35,1,A,4+,0,5,12,,7035
1004344,P00280542,M,26-35,1,A,4+,0,11,,,1601
1004344,P00327542,M,26-35,1,A,4+,0,5,,,5382
1004345,P00156442,F,26-35,14,B,1,0,8,,,7763
1004347,P00131542,F,18-25,20,C,1,0,8,12,,5936
1004349,P00160942,M,18-25,2,C,0,0,1,16,,7818
1004352,P00000642,M,18-25,4,B,0,0,1,6,16,15882
1004352,P00253142,M,18-25,4,B,0,0,1,2,5,15732
1004352,P00135342,M,18-25,4,B,0,0,5,,,3677
1004354,P00085042,M,36-45,14,B,2,0,5,6,,8786
1004356,P00327542,M,36-45,16,C,0,1,5,,,8878
1004359,P00249142,M,18-25,4,C,2,0,5,,,5346
1004360,P00177942,F,26-35,9,B,1,0,5,8,,5453
1004362,P00116942,M,26-35,17,B,4+,0,6,10,16,19927
1004363,P00118942,M,36-45,14,C,2,1,8,,,9859
1004363,P00258542,M,36-45,14,C,2,1,11,,,3130
1004366,P00073842,M,18-25,15,B,0,0,1,15,17,15585
1004370,P00211142,M,26-35,16,C,4+,0,5,,,7170
1004371,P0099242,F,18-25,4,B,3,0,8,14,,6081
1004373,P00117242,M,51-55,12,C,1,1,8,17,,5866
1004373,P00252442,M,51-55,12,C,1,1,8,,,5921
1004374,P00270942,M,18-25,4,B,1,0,1,2,15,19101
1004375,P00207942,F,26-35,5,B,1,0,6,8,,20600
1004377,P00140042,M,26-35,0,C,1,1,1,16,,15794
1004379,P00048442,M,26-35,4,B,3,0,5,14,,7184
1004380,P00276542,F,26-35,1,C,1,0,8,,,5846
1004381,P00100742,M,26-35,4,B,3,1,5,17,,7021
1004382,P00237542,M,26-35,18,C,3,1,1,15,16,15849
1004384,P00282642,M,26-35,0,B,0,1,5,,,8862
1004384,P00002142,M,26-35,0,B,0,1,1,5,8,11721
1004386,P00318742,M,26-35,5,B,1,0,1,8,,11387
1004386,P00052942,M,26-35,5,B,1,0,5,,,2000
1004387,P00028142,F,18-25,4,B,0,0,5,14,,7131
1004387,P00111442,F,18-25,4,B,0,0,8,,,9952
1004387,P00118842,F,18-25,4,B,0,0,5,8,,1757
1004388,P00343042,M,46-50,3,B,2,1,5,18,,8683
1004390,P00327842,M,26-35,0,B,2,0,8,16,,8137
1004390,P00229742,M,26-35,0,B,2,0,1,16,,15381
1004393,P00102342,M,18-25,4,C,1,0,8,14,17,2153
1004401,P00115342,M,18-25,4,A,3,0,5,8,14,8589
1004403,P00356742,M,26-35,15,C,4+,0,5,,,3742
1004404,P00204742,M,26-35,1,B,1,0,8,,,5846
1004408,P00235842,F,46-50,2,B,1,1,11,15,16,4523
1004408,P00298042,F,46-50,2,B,1,1,5,12,14,7166
1004411,P00197342,M,18-25,4,A,3,0,1,2,,8028
1004411,P00329642,M,18-25,4,A,3,0,8,14,,4053
1004411,P00191742,M,18-25,4,A,3,0,4,11,,2767
1004411,P00303542,M,18-25,4,A,3,0,5,,,5446
1004418,P00109242,F,51-55,0,A,2,0,6,8,10,11997
1004418,P00304042,F,51-55,0,A,2,0,5,,,6875
1004420,P00183442,M,26-35,15,C,3,1,1,2,,15396
1004422,P00189242,M,26-35,5,A,1,1,5,,,5191
1004425,P00110542,M,36-45,7,B,1,0,8,,,7996
1004425,P00129542,M,36-45,7,B,1,0,8,14,,7885
1004425,P00218342,M,36-45,7,B,1,0,5,,,5460
1004425,P00047242,M,36-45,7,B,1,0,1,5,,11959
1004425,P00194242,M,36-45,7,B,1,0,11,16,,3236
1004426,P00087042,M,46-50,17,C,4+,1,10,14,16,19248
1004430,P00013742,F,26-35,0,B,1,0,5,,,3634
1004435,P00059442,M,26-35,7,C,1,0,6,8,16,20098
1004436,P00283842,M,26-35,12,C,1,0,8,,,6063
1004436,P00265242,M,26-35,12,C,1,0,5,8,,6889
1004440,P00163842,M,36-45,1,C,1,1,8,,,6048
1004442,P00014942,M,51-55,15,B,1,1,8,,,4252
1004445,P00357842,M,26-35,3,A,4+,0,5,,,6899
1004446,P00266642,M,18-25,18,B,1,1,1,8,9,7992
1004447,P00174142,M,46-50,5,B,0,1,3,4,9,8383
1004447,P00041342,M,46-50,5,B,0,1,11,15,16,4434
1004447,P00169742,M,46-50,5,B,0,1,1,8,15,8024
1004447,P00053542,M,46-50,5,B,0,1,1,,,8156
1004447,P00120642,M,46-50,5,B,0,1,5,,,5349
1004447,P00359342,M,46-50,5,B,0,1,11,,,3036
1004448,P00328342,M,26-35,14,A,0,0,5,,,8831
1004448,P00135142,M,26-35,14,A,0,0,13,16,,742
1004451,P00174442,M,26-35,14,B,2,1,5,,,7139
1004457,P00108842,M,36-45,14,C,1,0,5,15,,7058
1004458,P00220342,F,26-35,4,B,1,0,5,,,6876
1004458,P00026742,F,26-35,4,B,1,0,8,11,,3970
1004460,P00238442,M,26-35,14,C,4+,0,6,,,12492
1004460,P00219542,M,26-35,14,C,4+,0,5,6,,7025
1004465,P00103242,M,18-25,4,A,1,1,8,,,7898
1004467,P00258742,F,51-55,6,C,2,1,5,,,7070
1004473,P00334242,M,36-45,1,B,3,0,1,8,,15563
1004473,P00163542,M,36-45,1,B,3,0,2,4,5,15901
1004473,P00221342,M,36-45,1,B,3,0,1,2,5,12029
1004476,P00049942,M,46-50,1,C,0,1,11,15,,1653
1004482,P00003442,F,36-45,1,A,1,0,4,5,8,2866
1004482,P00220342,F,36-45,1,A,1,0,5,,,7104
1004483,P00289642,F,26-35,6,B,4+,0,8,,,5857
1004484,P00119142,F,26-35,17,C,1,0,3,4,12,10733
1004484,P00028842,F,26-35,17,C,1,0,6,8,,12525
1004484,P00125942,F,26-35,17,C,1,0,1,2,15,19003
1004485,P00005442,M,26-35,4,C,1,0,8,,,7870
1004488,P00030842,M,36-45,7,B,1,0,1,2,15,7922
1004489,P00277542,M,18-25,4,B,1,0,1,6,15,7856
1004489,P00186642,M,18-25,4,B,1,0,2,4,15,13225
1004489,P00201442,M,18-25,4,B,1,0,1,6,8,19303
1004489,P00170642,M,18-25,4,B,1,0,5,8,,8820
1004489,P00161442,M,18-25,4,B,1,0,5,14,,8803
1004489,P00188442,M,18-25,4,B,1,0,5,7,,8609
1004490,P00334042,M,36-45,5,B,1,0,1,11,15,15211
1004491,P00046742,M,18-25,4,C,3,0,1,2,15,19038
1004497,P0095042,M,51-55,0,B,3,1,4,5,8,1446
1004497,P00349242,M,51-55,0,B,3,1,8,,,7968
1004498,P00085342,M,51-55,7,C,1,1,10,13,,23767
1004502,P00083942,M,51-55,0,C,1,1,12,14,,1376
1004505,P00228342,M,51-55,7,C,1,0,1,13,16,15248
1004505,P00128042,M,51-55,7,C,1,0,1,5,18,15821
1004506,P00176742,M,51-55,16,B,2,0,8,14,,7794
1004507,P00274242,M,18-25,4,B,1,1,1,,,19381
1004507,P00223542,M,18-25,4,B,1,1,1,8,17,19683
1004508,P00276642,M,26-35,20,A,2,0,8,11,,2105
1004508,P00181242,M,26-35,20,A,2,0,11,,,3006
1004508,P00032042,M,26-35,20,A,2,0,1,2,15,12018
1004508,P00150742,M,26-35,20,A,2,0,8,14,,8033
1004508,P00351842,M,26-35,20,A,2,0,5,,,6904
1004508,P00125642,M,26-35,20,A,2,0,5,14,,1754
1004508,P00115842,M,26-35,20,A,2,0,16,,,16227
1004510,P00110642,M,46-50,7,A,4+,1,5,,,3589
1004510,P00227642,M,46-50,7,A,4+,1,1,5,14,8021
1004510,P00340342,M,46-50,7,A,4+,1,1,8,17,7985
1004510,P00208842,M,46-50,7,A,4+,1,11,16,,3019
1004516,P00177342,M,18-25,4,C,1,1,8,,,7860
1004517,P00335542,F,18-25,1,A,0,1,8,,,1957
1004520,P00220442,M,26-35,4,C,1,1,5,14,,7093
1004520,P00160942,M,26-35,4,C,1,1,1,16,,15425
1004524,P00068242,M,26-35,2,A,2,1,2,4,,9940
1004530,P00238742,F,36-45,1,A,1,0,13,,,776
1004531,P00025442,M,18-25,4,C,2,0,1,2,9,15687
1004531,P00000142,M,18-25,4,C,2,0,3,4,5,8286
1004535,P0095242,M,18-25,19,B,1,0,4,5,,2851
1004540,P00192042,F,26-35,14,C,1,1,5,9,14,7160
1004543,P00222542,M,26-35,2,A,0,0,5,8,,5163
1004543,P00196842,M,26-35,2,A,0,0,5,11,,5304
1004543,P00259242,M,26-35,2,A,0,0,5,,,5151
1004543,P00041842,M,26-35,2,A,0,0,6,8,,15947
1004547,P00265242,M,18-25,12,A,1,0,5,8,,6868
1004551,P00113542,M,18-25,12,B,3,1,8,17,,7940
1004555,P00023142,F,18-25,9,C,1,1,5,14,,6948
1004556,P00090842,M,46-50,16,C,4+,0,11,15,,1483
1004561,P00044442,F,26-35,9,C,2,1,1,16,,19665
1004568,P00298442,F,26-35,4,B,2,1,16,,,16438
1004568,P00117942,F,26-35,4,B,2,1,5,15,,8600
1004570,P00127642,M,46-50,17,C,0,1,1,2,15,11387
1004573,P00116342,M,51-55,16,C,1,1,2,,,15881
1004577,P00245142,M,36-45,7,C,0,1,11,,,6174
1004577,P00119242,M,36-45,7,C,0,1,18,,,3056
1004578,P00039542,M,26-35,0,A,4+,0,8,,,3903
1004578,P00115642,M,26-35,0,A,4+,0,8,14,,7881
1004579,P00113542,F,18-25,4,B,1,1,8,17,,7960
1004580,P00150542,F,55+,13,C,0,1,5,,,7040
1004581,P00183042,M,26-35,1,C,2,1,15,16,,13129
1004591,P00233942,M,26-35,15,A,3,0,1,15,,15623
1004591,P00047242,M,26-35,15,A,3,0,1,5,,15640
1004591,P00014842,M,26-35,15,A,3,0,1,2,5,11573
1004592,P00142142,M,18-25,4,A,3,0,1,2,15,4056
1004592,P00218042,M,18-25,4,A,3,0,5,,,5311
1004596,P00277442,F,18-25,4,B,1,0,1,6,15,11856
1004596,P00218342,F,18-25,4,B,1,0,5,,,5280
1004601,P00036842,M,36-45,14,C,0,0,1,14,16,15325
1004607,P00154242,M,26-35,0,B,4+,0,8,,,7858
1004609,P00227842,F,26-35,4,B,0,0,2,5,,6777
1004611,P00283142,F,18-25,4,A,2,0,13,14,16,926
1004615,P00350342,M,26-35,17,C,1,1,1,6,,8262
1004615,P00109242,M,26-35,17,C,1,1,6,8,10,16547
1004621,P00039942,M,26-35,4,C,2,1,8,,,6104
1004622,P00147942,M,26-35,12,C,0,0,1,16,,15537
1004624,P00241642,M,26-35,12,C,2,0,1,2,11,19202
1004625,P00277642,M,26-35,7,C,0,0,2,3,10,9697
1004627,P00254842,M,55+,1,C,1,1,5,13,,5266
1004634,P00286042,M,51-55,20,B,1,1,18,,,3776
1004635,P00016642,M,18-25,4,B,2,0,5,,,8594
1004635,P00035542,M,18-25,4,B,2,0,3,4,12,10600
1004635,P00335242,M,18-25,4,B,2,0,5,8,,5288
1004646,P00119742,F,26-35,6,B,2,0,5,8,12,3516
1004647,P00026042,M,36-45,20,B,1,1,8,14,17,9710
1004648,P00230942,M,18-25,4,C,4+,0,5,14,,5439
1004653,P00090942,M,36-45,12,B,3,1,1,2,14,19363
1004653,P00193242,M,36-45,12,B,3,1,6,8,,12335
1004655,P00355142,F,26-35,1,A,3,0,1,15,,15887
1004656,P00090942,M,26-35,17,B,4+,0,1,2,14,19211
1004658,P00006942,M,26-35,4,B,3,1,1,5,6,11944
1004658,P00320342,M,26-35,4,B,3,1,1,8,,4394
1004661,P00193742,M,46-50,15,B,4+,1,8,15,,7994
1004663,P00282442,M,26-35,4,A,0,0,5,8,18,5447
1004663,P00232442,M,26-35,4,A,0,0,5,,,3568
1004663,P00145942,M,26-35,4,A,0,0,6,8,13,12317
1004668,P00145042,M,36-45,14,C,0,1,1,2,5,15515
1004671,P00182342,M,26-35,12,A,2,0,1,5,6,15507
1004671,P00191142,M,26-35,12,A,2,0,4,15,,2151
1004673,P00050242,M,36-45,16,B,2,1,8,,,6049
1004673,P00046742,M,36-45,16,B,2,1,1,2,15,15619
1004674,P00227742,F,36-45,7,C,1,1,5,14,,5315
1004678,P00294142,M,36-45,2,A,1,0,5,8,15,6911
1004680,P00221742,M,36-45,0,B,3,1,1,8,,11873
1004681,P00271242,F,36-45,15,C,2,0,8,14,,8055
1004689,P00270542,M,18-25,12,B,1,0,1,6,8,8272
1004691,P00211142,F,46-50,17,B,2,1,5,,,8906
1004695,P00052642,M,18-25,18,C,4+,0,5,14,,5362
1004699,P00070042,F,18-25,0,C,4+,0,1,2,16,15541
1004699,P00046742,F,18-25,0,C,4+,0,1,2,15,15679
1004704,P00000142,M,18-25,20,C,1,0,3,4,5,10784
1004704,P00089342,M,18-25,20,C,1,0,8,,,7795
1004706,P00289242,M,26-35,14,B,4+,1,1,8,,8331
1004706,P00325742,M,26-35,14,B,4+,1,2,9,,9789
1004708,P00221442,M,26-35,0,B,3,0,1,2,5,15724
1004708,P00277442,M,26-35,0,B,3,0,1,6,15,11821
1004708,P00319042,M,26-35,0,B,3,0,5,,,7151
1004711,P00339542,M,26-35,17,C,1,1,1,,,19193
1004714,P00339042,M,51-55,1,A,1,1,5,,,7066
1004715,P00249642,M,26-35,2,B,3,0,3,5,,10692
1004715,P00033042,M,26-35,2,B,3,0,5,14,,5395
1004722,P00010742,M,36-45,12,B,1,0,1,8,17,19533
1004723,P00278642,M,36-45,7,C,1,0,5,,,8828
1004724,P00216742,F,55+,6,C,1,1,5,,,8620
1004725,P00222042,M,36-45,5,A,2,0,1,8,,11985
1004725,P0094142,M,36-45,5,A,2,0,4,5,,2081
1004725,P0094642,M,36-45,5,A,2,0,4,5,,2764
1004725,P00076542,M,36-45,5,A,2,0,4,5,9,2068
1004725,P00129842,M,36-45,5,A,2,0,6,8,15,16435
1004725,P00177142,M,36-45,5,A,2,0,8,13,,5922
1004725,P00253042,M,36-45,5,A,2,0,8,,,6026
1004726,P00005942,F,36-45,16,C,2,1,2,4,9,9590
1004729,P00156442,M,51-55,16,C,1,1,8,,,10040
1004732,P00186642,M,26-35,14,B,2,1,2,4,15,13234
1004732,P00246142,M,26-35,14,B,2,1,1,15,17,19172
1004732,P00144642,M,26-35,14,B,2,1,1,15,16,15417
1004732,P00284142,M,26-35,14,B,2,1,3,4,,5752
1004732,P00112842,M,26-35,14,B,2,1,8,17,,9817
1004732,P00321042,M,26-35,14,B,2,1,1,17,,11679
1004736,P00348942,M,18-25,20,A,1,1,8,13,,9882
1004748,P00022642,M,46-50,16,B,3,0,5,8,,8828
1004748,P00073842,M,46-50,16,B,3,0,1,15,17,12081
1004750,P00216042,F,26-35,0,A,2,0,5,8,,7058
1004753,P00113642,M,55+,1,C,0,1,8,,,9765
1004760,P00341342,M,36-45,17,C,1,0,1,8,17,15196
1004762,P00085642,F,26-35,14,A,0,1,5,14,,7076
1004765,P00190742,F,36-45,16,B,3,1,3,4,9,5594
1004766,P00251542,M,36-45,16,A,3,0,11,16,,6108
1004768,P00125942,M,26-35,4,A,1,1,1,2,15,7759
1004771,P00219942,F,26-35,4,A,0,0,6,16,,15965
1004771,P00178042,F,26-35,4,A,0,0,8,14,,10053
1004771,P00289342,F,26-35,4,A,0,0,5,8,14,5425
1004774,P00057342,M,46-50,14,C,4+,1,4,5,,2793
1004782,P00221542,M,46-50,1,C,2,1,5,15,,5277
1004783,P00255842,M,26-35,0,A,4+,0,16,,,20433
1004783,P00022442,M,26-35,0,A,4+,0,8,16,,7760
1004784,P00287342,F,36-45,6,A,1,0,5,,,8598
1004785,P00121342,F,26-35,14,A,0,1,1,5,18,11432
1004786,P00001742,M,46-50,6,B,1,1,8,14,,9754
1004786,P00121142,M,46-50,6,B,1,1,8,,,9954
1004788,P00090842,M,36-45,7,B,4+,0,11,15,,2995
1004788,P00146142,M,36-45,7,B,4+,0,1,2,15,19546
1004788,P00135242,M,36-45,7,B,4+,0,4,5,13,2185
1004788,P00218842,M,36-45,7,B,4+,0,5,,,5165
1004789,P00144742,M,36-45,2,A,0,0,14,,,18711
1004790,P00013742,F,26-35,2,A,4+,1,5,,,5475
1004793,P00003242,F,26-35,6,B,2,1,8,15,,5908
1004794,P00113642,F,36-45,0,C,0,0,8,,,7849
1004798,P00345842,M,26-35,1,C,4+,0,2,8,14,6820
1004802,P00193742,M,55+,1,B,3,1,8,15,,7981
1004802,P00176642,M,55+,1,B,3,1,6,8,,16237
1004802,P00112142,M,55+,1,B,3,1,1,2,14,15267
1004802,P00223842,M,55+,1,B,3,1,2,4,8,12985
1004802,P00216142,M,55+,1,B,3,1,1,16,,15180
1004802,P00285842,M,55+,1,B,3,1,5,,,8899
1004808,P00225842,M,36-45,0,A,1,1,2,4,15,9928
1004808,P00332142,M,36-45,0,A,1,1,8,14,,8017
1004808,P00347442,M,36-45,0,A,1,1,5,,,5395
1004808,P00121142,M,36-45,0,A,1,1,8,,,5967
1004808,P00117742,M,36-45,0,A,1,1,8,,,7942
1004808,P00145842,M,36-45,0,A,1,1,4,5,,2147
1004808,P00313142,M,36-45,0,A,1,1,8,,,5955
1004809,P00084442,F,51-55,4,C,1,1,13,16,,956
1004809,P00252042,F,51-55,4,C,1,1,5,14,,5313
1004810,P00337942,M,18-25,12,B,0,0,5,,,1940
1004812,P00057942,M,18-25,14,C,2,0,1,2,6,15870
1004814,P00303042,M,18-25,14,B,1,0,5,,,7099
1004819,P00022542,M,36-45,18,B,1,0,5,,,5268
1004821,P00303242,M,18-25,19,C,1,0,5,8,,6885
1004821,P00211142,M,18-25,19,C,1,0,5,,,7032
1004821,P00036742,M,18-25,19,C,1,0,1,16,,15862
